"PUBLISHER","AD_FORMAT","DEVICE_TYPE","GEO_METRO","IMPRESSIONS","PURCHASES","PURCHASE_RATE_PCT","YIELD_MULTIPLIER","BID_MULTIPLIER","FLOOR_TIER"
"people.com","native",6,"Houston",461,8,1.735,1.62,1.62,"PREMIUM"
"forbes.com","video",1,"Phoenix",464,8,1.724,1.61,1.61,"PREMIUM"
"buzzfeed.com","native",2,"Denver",463,8,1.728,1.61,1.61,"PREMIUM"
"buzzfeed.com","native",2,"Los Angeles",463,8,1.728,1.61,1.61,"PREMIUM"
"buzzfeed.com","video",7,"Phoenix",464,8,1.724,1.61,1.61,"PREMIUM"
"variety.com","native",4,"Denver",462,8,1.732,1.61,1.61,"PREMIUM"
"bbc.com","native",3,"Dallas-Ft. Worth",464,8,1.724,1.61,1.61,"PREMIUM"
"cnn.com","native",1,"Philadelphia",464,8,1.724,1.61,1.61,"PREMIUM"
"cnn.com","video",1,"Houston",467,8,1.713,1.6,1.6,"PREMIUM"
"tmz.com","video",4,"Chicago",467,8,1.713,1.6,1.6,"PREMIUM"
"tmz.com","video",6,"Miami",465,8,1.72,1.6,1.6,"PREMIUM"
"espn.com","video",2,"Chicago",465,8,1.72,1.6,1.6,"PREMIUM"
"variety.com","native",4,"Houston",525,9,1.714,1.6,1.6,"PREMIUM"
"nytimes.com","video",7,"Los Angeles",466,8,1.717,1.6,1.6,"PREMIUM"
"cnn.com","video",4,"Los Angeles",465,8,1.72,1.6,1.6,"PREMIUM"
"buzzfeed.com","video",7,"Denver",467,8,1.713,1.6,1.6,"PREMIUM"
"people.com","video",4,"Atlanta",467,8,1.713,1.6,1.6,"PREMIUM"
"espn.com","native",3,"Philadelphia",465,8,1.72,1.6,1.6,"PREMIUM"
"people.com","banner",3,"Dallas-Ft. Worth",997,17,1.705,1.59,1.59,"PREMIUM"
"washingtonpost.com","video",6,"Houston",469,8,1.706,1.59,1.59,"PREMIUM"
"washingtonpost.com","video",7,"Dallas-Ft. Worth",470,8,1.702,1.59,1.59,"PREMIUM"
"techcrunch.com","native",4,"Atlanta",528,9,1.705,1.59,1.59,"PREMIUM"
"forbes.com","video",7,"Dallas-Ft. Worth",468,8,1.709,1.59,1.59,"PREMIUM"
"weather.com","video",1,"Houston",470,8,1.702,1.59,1.59,"PREMIUM"
"people.com","native",4,"Denver",470,8,1.702,1.59,1.59,"PREMIUM"
"nytimes.com","native",3,"Los Angeles",470,8,1.702,1.59,1.59,"PREMIUM"
"foxnews.com","native",6,"Houston",468,8,1.709,1.59,1.59,"PREMIUM"
"foxnews.com","native",1,"Dallas-Ft. Worth",468,8,1.709,1.59,1.59,"PREMIUM"
"buzzfeed.com","video",4,"Denver",468,8,1.709,1.59,1.59,"PREMIUM"
"espn.com","native",4,"Phoenix",469,8,1.706,1.59,1.59,"PREMIUM"
"forbes.com","video",3,"Houston",470,8,1.702,1.59,1.59,"PREMIUM"
"buzzfeed.com","video",1,"Miami",470,8,1.702,1.59,1.59,"PREMIUM"
"nytimes.com","video",4,"Philadelphia",470,8,1.702,1.59,1.59,"PREMIUM"
"theverge.com","native",4,"Chicago",469,8,1.706,1.59,1.59,"PREMIUM"
"foxnews.com","native",1,"Los Angeles",472,8,1.695,1.58,1.58,"PREMIUM"
"techcrunch.com","video",7,"Dallas-Ft. Worth",472,8,1.695,1.58,1.58,"PREMIUM"
"weather.com","native",1,"Denver",472,8,1.695,1.58,1.58,"PREMIUM"
"cnn.com","video",3,"Atlanta",471,8,1.699,1.58,1.58,"PREMIUM"
"cnet.com","native",1,"Philadelphia",471,8,1.699,1.58,1.58,"PREMIUM"
"cnet.com","native",5,"Los Angeles",471,8,1.699,1.58,1.58,"PREMIUM"
"variety.com","native",1,"Houston",472,8,1.695,1.58,1.58,"PREMIUM"
"nytimes.com","video",3,"Dallas-Ft. Worth",472,8,1.695,1.58,1.58,"PREMIUM"
"theverge.com","native",3,"Philadelphia",473,8,1.691,1.57,1.57,"PREMIUM"
"bbc.com","native",7,"Phoenix",475,8,1.684,1.57,1.57,"PREMIUM"
"cnet.com","native",4,"Miami",474,8,1.688,1.57,1.57,"PREMIUM"
"variety.com","video",1,"Dallas-Ft. Worth",474,8,1.688,1.57,1.57,"PREMIUM"
"bbc.com","video",3,"Dallas-Ft. Worth",474,8,1.688,1.57,1.57,"PREMIUM"
"nytimes.com","video",1,"Atlanta",506,7,1.383,1.29,1.29,"PREMIUM"
"washingtonpost.com","video",6,"Dallas-Ft. Worth",506,7,1.383,1.29,1.29,"PREMIUM"
"nytimes.com","native",4,"Miami",433,6,1.386,1.29,1.29,"PREMIUM"
"people.com","banner",1,"Houston",941,13,1.382,1.29,1.29,"PREMIUM"
"theverge.com","video",6,"Los Angeles",463,6,1.296,1.21,1.21,"PREMIUM"
"techcrunch.com","video",7,"Phoenix",462,6,1.299,1.21,1.21,"PREMIUM"
"buzzfeed.com","native",7,"Denver",461,6,1.302,1.21,1.21,"PREMIUM"
"foxnews.com","banner",7,"Atlanta",923,12,1.3,1.21,1.21,"PREMIUM"
"cnn.com","native",5,"Los Angeles",460,6,1.304,1.21,1.21,"PREMIUM"
"espn.com","video",6,"Denver",463,6,1.296,1.21,1.21,"PREMIUM"
"nytimes.com","native",5,"Dallas-Ft. Worth",465,6,1.29,1.2,1.2,"PREMIUM"
"theverge.com","native",4,"Atlanta",466,6,1.288,1.2,1.2,"STANDARD"
"cnet.com","native",3,"Miami",465,6,1.29,1.2,1.2,"PREMIUM"
"buzzfeed.com","native",6,"Houston",467,6,1.285,1.2,1.2,"STANDARD"
"weather.com","banner",3,"Houston",935,12,1.283,1.2,1.2,"STANDARD"
"buzzfeed.com","native",1,"Atlanta",466,6,1.288,1.2,1.2,"STANDARD"
"weather.com","video",3,"Denver",466,6,1.288,1.2,1.2,"STANDARD"
"variety.com","video",7,"Philadelphia",466,6,1.288,1.2,1.2,"STANDARD"
"tmz.com","native",4,"Atlanta",466,6,1.288,1.2,1.2,"STANDARD"
"tmz.com","native",4,"Houston",466,6,1.288,1.2,1.2,"STANDARD"
"espn.com","banner",7,"Chicago",1006,13,1.292,1.2,1.2,"PREMIUM"
"techcrunch.com","native",5,"Chicago",464,6,1.293,1.2,1.2,"PREMIUM"
"forbes.com","video",4,"Houston",464,6,1.293,1.2,1.2,"PREMIUM"
"tmz.com","video",6,"Atlanta",465,6,1.29,1.2,1.2,"PREMIUM"
"foxnews.com","native",2,"Chicago",465,6,1.29,1.2,1.2,"PREMIUM"
"forbes.com","native",1,"Denver",465,6,1.29,1.2,1.2,"PREMIUM"
"bbc.com","video",6,"Los Angeles",467,6,1.285,1.2,1.2,"STANDARD"
"people.com","video",6,"New York",469,6,1.279,1.19,1.19,"STANDARD"
"buzzfeed.com","native",5,"Phoenix",470,6,1.277,1.19,1.19,"STANDARD"
"buzzfeed.com","banner",3,"Miami",937,12,1.281,1.19,1.19,"STANDARD"
"buzzfeed.com","video",7,"Miami",469,6,1.279,1.19,1.19,"STANDARD"
"nytimes.com","banner",7,"Houston",937,12,1.281,1.19,1.19,"STANDARD"
"cnet.com","native",2,"New York",470,6,1.277,1.19,1.19,"STANDARD"
"people.com","video",1,"New York",468,6,1.282,1.19,1.19,"STANDARD"
"bbc.com","video",6,"Houston",468,6,1.282,1.19,1.19,"STANDARD"
"tmz.com","video",4,"Houston",468,6,1.282,1.19,1.19,"STANDARD"
"cnet.com","video",7,"Phoenix",468,6,1.282,1.19,1.19,"STANDARD"
"bbc.com","video",3,"Phoenix",471,6,1.274,1.19,1.19,"STANDARD"
"nytimes.com","native",6,"Houston",470,6,1.277,1.19,1.19,"STANDARD"
"espn.com","native",2,"Atlanta",469,6,1.279,1.19,1.19,"STANDARD"
"nytimes.com","banner",7,"Miami",936,12,1.282,1.19,1.19,"STANDARD"
"cnn.com","native",4,"Chicago",468,6,1.282,1.19,1.19,"STANDARD"
"washingtonpost.com","native",6,"Houston",468,6,1.282,1.19,1.19,"STANDARD"
"espn.com","banner",1,"Miami",937,12,1.281,1.19,1.19,"STANDARD"
"cnet.com","native",6,"Houston",471,6,1.274,1.19,1.19,"STANDARD"
"washingtonpost.com","native",5,"Atlanta",469,6,1.279,1.19,1.19,"STANDARD"
"cnet.com","native",5,"Chicago",471,6,1.274,1.19,1.19,"STANDARD"
"people.com","banner",3,"Chicago",939,12,1.278,1.19,1.19,"STANDARD"
"cnet.com","banner",3,"Miami",945,12,1.27,1.18,1.18,"STANDARD"
"washingtonpost.com","video",5,"Chicago",475,6,1.263,1.18,1.18,"STANDARD"
"tmz.com","video",3,"Chicago",472,6,1.271,1.18,1.18,"STANDARD"
"forbes.com","native",4,"Miami",473,6,1.268,1.18,1.18,"STANDARD"
"tmz.com","native",4,"Los Angeles",474,6,1.266,1.18,1.18,"STANDARD"
"techcrunch.com","native",6,"New York",473,6,1.268,1.18,1.18,"STANDARD"
"foxnews.com","native",5,"Los Angeles",474,6,1.266,1.18,1.18,"STANDARD"
"buzzfeed.com","native",1,"Los Angeles",472,6,1.271,1.18,1.18,"STANDARD"
"espn.com","video",5,"Miami",472,6,1.271,1.18,1.18,"STANDARD"
"espn.com","video",5,"Atlanta",467,7,1.499,1.4,1.4,"PREMIUM"
"theverge.com","native",5,"Atlanta",466,7,1.502,1.4,1.4,"PREMIUM"
"cnet.com","native",3,"Chicago",467,7,1.499,1.4,1.4,"PREMIUM"
"cnn.com","video",6,"Miami",467,7,1.499,1.4,1.4,"PREMIUM"
"forbes.com","native",6,"New York",469,7,1.493,1.39,1.39,"PREMIUM"
"washingtonpost.com","native",4,"Los Angeles",469,7,1.493,1.39,1.39,"PREMIUM"
"cnet.com","native",1,"Dallas-Ft. Worth",469,7,1.493,1.39,1.39,"PREMIUM"
"bbc.com","native",5,"Miami",468,7,1.496,1.39,1.39,"PREMIUM"
"buzzfeed.com","native",4,"Los Angeles",468,7,1.496,1.39,1.39,"PREMIUM"
"bbc.com","video",1,"Chicago",470,7,1.489,1.39,1.39,"PREMIUM"
"variety.com","native",5,"Atlanta",470,7,1.489,1.39,1.39,"PREMIUM"
"nytimes.com","native",1,"Los Angeles",470,7,1.489,1.39,1.39,"PREMIUM"
"washingtonpost.com","video",6,"New York",469,7,1.493,1.39,1.39,"PREMIUM"
"nytimes.com","native",4,"New York",468,7,1.496,1.39,1.39,"PREMIUM"
"washingtonpost.com","native",7,"Dallas-Ft. Worth",469,7,1.493,1.39,1.39,"PREMIUM"
"foxnews.com","video",5,"New York",469,7,1.493,1.39,1.39,"PREMIUM"
"theverge.com","video",3,"Denver",473,7,1.48,1.38,1.38,"PREMIUM"
"foxnews.com","video",4,"Denver",472,7,1.483,1.38,1.38,"PREMIUM"
"cnet.com","native",6,"New York",473,7,1.48,1.38,1.38,"PREMIUM"
"buzzfeed.com","video",6,"Los Angeles",485,5,1.031,0.96,0.96,"STANDARD"
"cnet.com","banner",7,"New York",970,10,1.031,0.96,0.96,"STANDARD"
"variety.com","native",3,"Atlanta",483,5,1.035,0.96,0.96,"STANDARD"
"theverge.com","video",7,"Philadelphia",486,5,1.029,0.96,0.96,"STANDARD"
"forbes.com","video",3,"Dallas-Ft. Worth",486,5,1.029,0.96,0.96,"STANDARD"
"techcrunch.com","banner",3,"Denver",973,10,1.028,0.96,0.96,"STANDARD"
"tmz.com","native",5,"Chicago",487,5,1.027,0.96,0.96,"STANDARD"
"theverge.com","video",1,"Philadelphia",485,5,1.031,0.96,0.96,"STANDARD"
"variety.com","banner",1,"Houston",975,10,1.026,0.96,0.96,"STANDARD"
"tmz.com","video",2,"Dallas-Ft. Worth",483,5,1.035,0.96,0.96,"STANDARD"
"buzzfeed.com","video",5,"New York",486,5,1.029,0.96,0.96,"STANDARD"
"foxnews.com","video",2,"Miami",486,5,1.029,0.96,0.96,"STANDARD"
"cnet.com","video",4,"Phoenix",486,5,1.029,0.96,0.96,"STANDARD"
"washingtonpost.com","native",7,"Philadelphia",483,5,1.035,0.96,0.96,"STANDARD"
"techcrunch.com","video",3,"Phoenix",486,5,1.029,0.96,0.96,"STANDARD"
"cnn.com","banner",1,"Los Angeles",977,10,1.024,0.95,0.95,"STANDARD"
"cnet.com","native",5,"Phoenix",491,5,1.018,0.95,0.95,"STANDARD"
"techcrunch.com","video",5,"Philadelphia",492,5,1.016,0.95,0.95,"STANDARD"
"theverge.com","video",7,"Phoenix",492,5,1.016,0.95,0.95,"STANDARD"
"tmz.com","native",6,"Dallas-Ft. Worth",488,5,1.025,0.95,0.95,"STANDARD"
"foxnews.com","native",5,"Houston",491,5,1.018,0.95,0.95,"STANDARD"
"forbes.com","video",7,"Philadelphia",488,5,1.025,0.95,0.95,"STANDARD"
"techcrunch.com","video",2,"Atlanta",492,5,1.016,0.95,0.95,"STANDARD"
"nytimes.com","video",2,"Miami",488,5,1.025,0.95,0.95,"STANDARD"
"weather.com","video",4,"Denver",491,5,1.018,0.95,0.95,"STANDARD"
"variety.com","video",6,"Atlanta",492,5,1.016,0.95,0.95,"STANDARD"
"cnn.com","banner",3,"Los Angeles",980,10,1.02,0.95,0.95,"STANDARD"
"forbes.com","native",3,"Houston",490,5,1.02,0.95,0.95,"STANDARD"
"espn.com","native",2,"Dallas-Ft. Worth",492,5,1.016,0.95,0.95,"STANDARD"
"cnet.com","native",7,"Miami",489,5,1.022,0.95,0.95,"STANDARD"
"people.com","banner",6,"Atlanta",976,10,1.025,0.95,0.95,"STANDARD"
"cnet.com","video",2,"New York",490,5,1.02,0.95,0.95,"STANDARD"
"techcrunch.com","native",3,"Chicago",490,5,1.02,0.95,0.95,"STANDARD"
"bbc.com","native",4,"Miami",491,5,1.018,0.95,0.95,"STANDARD"
"tmz.com","native",1,"Los Angeles",488,5,1.025,0.95,0.95,"STANDARD"
"forbes.com","banner",3,"Atlanta",982,10,1.018,0.95,0.95,"STANDARD"
"weather.com","video",5,"Denver",489,5,1.022,0.95,0.95,"STANDARD"
"people.com","native",2,"Denver",488,5,1.025,0.95,0.95,"STANDARD"
"theverge.com","native",4,"Miami",488,5,1.025,0.95,0.95,"STANDARD"
"bbc.com","native",1,"New York",490,5,1.02,0.95,0.95,"STANDARD"
"weather.com","banner",7,"New York",983,10,1.017,0.95,0.95,"STANDARD"
"techcrunch.com","video",2,"Miami",489,5,1.022,0.95,0.95,"STANDARD"
"theverge.com","video",5,"Houston",488,5,1.025,0.95,0.95,"STANDARD"
"cnn.com","video",1,"New York",490,5,1.02,0.95,0.95,"STANDARD"
"weather.com","banner",5,"Philadelphia",985,10,1.015,0.95,0.95,"STANDARD"
"cnet.com","video",4,"Atlanta",490,5,1.02,0.95,0.95,"STANDARD"
"forbes.com","native",5,"Chicago",494,5,1.012,0.94,0.94,"STANDARD"
"cnn.com","banner",7,"New York",988,10,1.012,0.94,0.94,"STANDARD"
"buzzfeed.com","native",4,"Phoenix",497,5,1.006,0.94,0.94,"STANDARD"
"theverge.com","native",5,"Philadelphia",495,5,1.01,0.94,0.94,"STANDARD"
"buzzfeed.com","banner",7,"Philadelphia",994,10,1.006,0.94,0.94,"STANDARD"
"nytimes.com","video",2,"Los Angeles",496,5,1.008,0.94,0.94,"STANDARD"
"foxnews.com","native",1,"Atlanta",497,5,1.006,0.94,0.94,"STANDARD"
"bbc.com","video",5,"Atlanta",493,5,1.014,0.94,0.94,"STANDARD"
"variety.com","video",2,"Phoenix",492,2,0.407,0.38,0.38,"DISCOUNT"
"forbes.com","banner",4,"Phoenix",980,4,0.408,0.38,0.38,"DISCOUNT"
"variety.com","native",5,"Chicago",487,2,0.411,0.38,0.38,"DISCOUNT"
"variety.com","banner",3,"Atlanta",987,4,0.405,0.38,0.38,"DISCOUNT"
"nytimes.com","video",1,"Denver",489,2,0.409,0.38,0.38,"DISCOUNT"
"bbc.com","banner",5,"Atlanta",981,4,0.408,0.38,0.38,"DISCOUNT"
"tmz.com","native",2,"Atlanta",492,2,0.407,0.38,0.38,"DISCOUNT"
"techcrunch.com","banner",5,"Atlanta",980,4,0.408,0.38,0.38,"DISCOUNT"
"variety.com","video",2,"Chicago",488,2,0.41,0.38,0.38,"DISCOUNT"
"weather.com","banner",6,"Denver",978,4,0.409,0.38,0.38,"DISCOUNT"
"nytimes.com","banner",4,"Denver",969,4,0.413,0.38,0.38,"DISCOUNT"
"forbes.com","video",2,"Chicago",489,2,0.409,0.38,0.38,"DISCOUNT"
"variety.com","banner",6,"Miami",970,4,0.412,0.38,0.38,"DISCOUNT"
"nytimes.com","banner",1,"New York",986,4,0.406,0.38,0.38,"DISCOUNT"
"forbes.com","banner",1,"Los Angeles",988,4,0.405,0.38,0.38,"DISCOUNT"
"variety.com","native",2,"Miami",485,2,0.412,0.38,0.38,"DISCOUNT"
"foxnews.com","video",5,"Houston",494,2,0.405,0.38,0.38,"DISCOUNT"
"theverge.com","native",2,"Phoenix",500,2,0.4,0.37,0.37,"DISCOUNT"
"theverge.com","video",2,"Denver",508,2,0.394,0.37,0.37,"DISCOUNT"
"variety.com","video",2,"Philadelphia",509,2,0.393,0.37,0.37,"DISCOUNT"
"cnn.com","video",5,"Dallas-Ft. Worth",500,2,0.4,0.37,0.37,"DISCOUNT"
"variety.com","banner",4,"Los Angeles",994,4,0.402,0.37,0.37,"DISCOUNT"
"theverge.com","native",5,"Phoenix",498,2,0.402,0.37,0.37,"DISCOUNT"
"forbes.com","video",6,"Los Angeles",508,2,0.394,0.37,0.37,"DISCOUNT"
"tmz.com","native",6,"Denver",503,2,0.398,0.37,0.37,"DISCOUNT"
"forbes.com","banner",4,"Philadelphia",994,4,0.402,0.37,0.37,"DISCOUNT"
"variety.com","video",5,"Chicago",505,2,0.396,0.37,0.37,"DISCOUNT"
"bbc.com","video",2,"New York",498,2,0.402,0.37,0.37,"DISCOUNT"
"variety.com","native",6,"Chicago",508,2,0.394,0.37,0.37,"DISCOUNT"
"theverge.com","video",5,"Phoenix",502,2,0.398,0.37,0.37,"DISCOUNT"
"foxnews.com","native",2,"Phoenix",498,2,0.402,0.37,0.37,"DISCOUNT"
"foxnews.com","native",6,"Miami",499,2,0.401,0.37,0.37,"DISCOUNT"
"variety.com","video",6,"Denver",498,2,0.402,0.37,0.37,"DISCOUNT"
"tmz.com","video",2,"Los Angeles",510,2,0.392,0.37,0.37,"DISCOUNT"
"people.com","banner",1,"Dallas-Ft. Worth",1008,4,0.397,0.37,0.37,"DISCOUNT"
"nytimes.com","banner",6,"Miami",1000,4,0.4,0.37,0.37,"DISCOUNT"
"bbc.com","video",2,"Los Angeles",501,2,0.399,0.37,0.37,"DISCOUNT"
"forbes.com","native",2,"Phoenix",501,2,0.399,0.37,0.37,"DISCOUNT"
"cnet.com","banner",5,"Dallas-Ft. Worth",1018,4,0.393,0.37,0.37,"DISCOUNT"
"washingtonpost.com","banner",1,"Philadelphia",998,4,0.401,0.37,0.37,"DISCOUNT"
"washingtonpost.com","banner",6,"Dallas-Ft. Worth",994,4,0.402,0.37,0.37,"DISCOUNT"
"tmz.com","video",2,"Miami",507,2,0.394,0.37,0.37,"DISCOUNT"
"tmz.com","banner",6,"Denver",1005,4,0.398,0.37,0.37,"DISCOUNT"
"forbes.com","video",1,"Philadelphia",510,2,0.392,0.37,0.37,"DISCOUNT"
"theverge.com","banner",2,"Miami",996,4,0.402,0.37,0.37,"DISCOUNT"
"variety.com","native",2,"Chicago",509,2,0.393,0.37,0.37,"DISCOUNT"
"weather.com","video",6,"Denver",499,2,0.401,0.37,0.37,"DISCOUNT"
"espn.com","banner",2,"Atlanta",1007,4,0.397,0.37,0.37,"DISCOUNT"
"cnn.com","video",4,"Phoenix",472,7,1.483,1.38,1.38,"PREMIUM"
"washingtonpost.com","native",3,"Miami",472,7,1.483,1.38,1.38,"PREMIUM"
"bbc.com","native",1,"Dallas-Ft. Worth",472,7,1.483,1.38,1.38,"PREMIUM"
"buzzfeed.com","video",4,"Los Angeles",471,7,1.486,1.38,1.38,"PREMIUM"
"weather.com","native",2,"Denver",472,7,1.483,1.38,1.38,"PREMIUM"
"theverge.com","native",5,"New York",476,7,1.471,1.37,1.37,"PREMIUM"
"forbes.com","native",7,"Miami",475,7,1.474,1.37,1.37,"PREMIUM"
"techcrunch.com","video",4,"Chicago",476,7,1.471,1.37,1.37,"PREMIUM"
"tmz.com","native",1,"Houston",476,7,1.471,1.37,1.37,"PREMIUM"
"bbc.com","native",4,"Dallas-Ft. Worth",475,7,1.474,1.37,1.37,"PREMIUM"
"washingtonpost.com","video",3,"Denver",477,7,1.468,1.37,1.37,"PREMIUM"
"forbes.com","native",1,"New York",475,7,1.474,1.37,1.37,"PREMIUM"
"espn.com","video",4,"New York",477,7,1.468,1.37,1.37,"PREMIUM"
"washingtonpost.com","video",5,"New York",475,7,1.474,1.37,1.37,"PREMIUM"
"washingtonpost.com","video",4,"New York",477,7,1.468,1.37,1.37,"PREMIUM"
"techcrunch.com","native",3,"Phoenix",477,7,1.468,1.37,1.37,"PREMIUM"
"cnet.com","video",1,"Los Angeles",476,7,1.471,1.37,1.37,"PREMIUM"
"cnn.com","video",6,"New York",476,7,1.471,1.37,1.37,"PREMIUM"
"espn.com","video",4,"Philadelphia",476,7,1.471,1.37,1.37,"PREMIUM"
"espn.com","video",2,"Houston",477,7,1.468,1.37,1.37,"PREMIUM"
"cnet.com","native",7,"Denver",476,7,1.471,1.37,1.37,"PREMIUM"
"forbes.com","video",5,"Dallas-Ft. Worth",477,7,1.468,1.37,1.37,"PREMIUM"
"weather.com","video",5,"Phoenix",475,7,1.474,1.37,1.37,"PREMIUM"
"buzzfeed.com","video",5,"Atlanta",478,7,1.464,1.36,1.36,"PREMIUM"
"bbc.com","native",3,"Los Angeles",481,7,1.455,1.36,1.36,"PREMIUM"
"variety.com","video",1,"Houston",480,7,1.458,1.36,1.36,"PREMIUM"
"foxnews.com","native",1,"Houston",481,7,1.455,1.36,1.36,"PREMIUM"
"buzzfeed.com","native",4,"Chicago",481,7,1.455,1.36,1.36,"PREMIUM"
"cnet.com","video",3,"Phoenix",478,7,1.464,1.36,1.36,"PREMIUM"
"weather.com","video",5,"Philadelphia",483,7,1.449,1.35,1.35,"PREMIUM"
"tmz.com","video",5,"Dallas-Ft. Worth",482,7,1.452,1.35,1.35,"PREMIUM"
"variety.com","native",1,"Atlanta",483,7,1.449,1.35,1.35,"PREMIUM"
"bbc.com","native",5,"New York",484,7,1.446,1.35,1.35,"PREMIUM"
"cnn.com","video",6,"Chicago",482,7,1.452,1.35,1.35,"PREMIUM"
"weather.com","native",5,"Denver",482,7,1.452,1.35,1.35,"PREMIUM"
"nytimes.com","native",1,"Denver",484,7,1.446,1.35,1.35,"PREMIUM"
"washingtonpost.com","native",5,"Philadelphia",483,7,1.449,1.35,1.35,"PREMIUM"
"bbc.com","video",4,"Atlanta",483,7,1.449,1.35,1.35,"PREMIUM"
"foxnews.com","video",5,"Atlanta",483,7,1.449,1.35,1.35,"PREMIUM"
"washingtonpost.com","native",6,"Denver",483,7,1.449,1.35,1.35,"PREMIUM"
"theverge.com","native",4,"Denver",482,7,1.452,1.35,1.35,"PREMIUM"
"cnet.com","native",4,"Houston",482,7,1.452,1.35,1.35,"PREMIUM"
"theverge.com","native",3,"Phoenix",483,7,1.449,1.35,1.35,"PREMIUM"
"theverge.com","native",7,"Chicago",486,7,1.44,1.34,1.34,"PREMIUM"
"forbes.com","video",5,"Phoenix",488,7,1.434,1.34,1.34,"PREMIUM"
"techcrunch.com","video",1,"Chicago",488,7,1.434,1.34,1.34,"PREMIUM"
"cnn.com","video",4,"Atlanta",485,7,1.443,1.34,1.34,"PREMIUM"
"techcrunch.com","native",1,"Phoenix",485,7,1.443,1.34,1.34,"PREMIUM"
"cnet.com","video",3,"Los Angeles",485,7,1.443,1.34,1.34,"PREMIUM"
"washingtonpost.com","native",4,"Philadelphia",486,7,1.44,1.34,1.34,"PREMIUM"
"washingtonpost.com","native",2,"Dallas-Ft. Worth",487,7,1.437,1.34,1.34,"PREMIUM"
"tmz.com","native",7,"Dallas-Ft. Worth",486,7,1.44,1.34,1.34,"PREMIUM"
"techcrunch.com","native",6,"Atlanta",488,7,1.434,1.34,1.34,"PREMIUM"
"buzzfeed.com","banner",3,"Los Angeles",943,11,1.166,1.09,1.09,"STANDARD"
"people.com","banner",4,"Chicago",938,11,1.173,1.09,1.09,"STANDARD"
"tmz.com","native",4,"Philadelphia",519,6,1.156,1.08,1.08,"STANDARD"
"cnet.com","video",1,"Denver",431,5,1.16,1.08,1.08,"STANDARD"
"theverge.com","banner",3,"Los Angeles",949,11,1.159,1.08,1.08,"STANDARD"
"weather.com","video",7,"Phoenix",515,6,1.165,1.08,1.08,"STANDARD"
"people.com","native",1,"Denver",518,6,1.158,1.08,1.08,"STANDARD"
"espn.com","banner",1,"Chicago",950,11,1.158,1.08,1.08,"STANDARD"
"variety.com","video",5,"Philadelphia",517,6,1.161,1.08,1.08,"STANDARD"
"cnet.com","banner",4,"New York",952,11,1.155,1.08,1.08,"STANDARD"
"bbc.com","video",5,"Phoenix",437,5,1.144,1.07,1.07,"STANDARD"
"theverge.com","banner",3,"Miami",961,11,1.145,1.07,1.07,"STANDARD"
"buzzfeed.com","banner",5,"Los Angeles",958,11,1.148,1.07,1.07,"STANDARD"
"nytimes.com","native",5,"Philadelphia",437,5,1.144,1.07,1.07,"STANDARD"
"techcrunch.com","banner",7,"Dallas-Ft. Worth",955,11,1.152,1.07,1.07,"STANDARD"
"theverge.com","native",6,"New York",524,6,1.145,1.07,1.07,"STANDARD"
"cnet.com","video",5,"Philadelphia",495,5,1.01,0.94,0.94,"STANDARD"
"techcrunch.com","banner",1,"Miami",891,9,1.01,0.94,0.94,"STANDARD"
"washingtonpost.com","video",7,"Denver",495,5,1.01,0.94,0.94,"STANDARD"
"bbc.com","native",1,"Philadelphia",398,4,1.005,0.94,0.94,"STANDARD"
"washingtonpost.com","native",2,"Miami",497,5,1.006,0.94,0.94,"STANDARD"
"cnn.com","video",6,"Phoenix",493,5,1.014,0.94,0.94,"STANDARD"
"foxnews.com","banner",1,"Los Angeles",993,10,1.007,0.94,0.94,"STANDARD"
"techcrunch.com","native",4,"Los Angeles",497,5,1.006,0.94,0.94,"STANDARD"
"weather.com","banner",5,"Chicago",986,10,1.014,0.94,0.94,"STANDARD"
"nytimes.com","video",1,"Dallas-Ft. Worth",497,5,1.006,0.94,0.94,"STANDARD"
"tmz.com","video",1,"New York",494,5,1.012,0.94,0.94,"STANDARD"
"nytimes.com","video",4,"Denver",500,5,1,0.93,0.93,"STANDARD"
"foxnews.com","video",2,"Houston",498,5,1.004,0.93,0.93,"STANDARD"
"espn.com","banner",4,"Phoenix",1000,10,1,0.93,0.93,"STANDARD"
"buzzfeed.com","video",2,"Philadelphia",501,5,0.998,0.93,0.93,"STANDARD"
"theverge.com","video",5,"Los Angeles",498,5,1.004,0.93,0.93,"STANDARD"
"variety.com","native",4,"Miami",498,5,1.004,0.93,0.93,"STANDARD"
"theverge.com","video",1,"Chicago",502,5,0.996,0.93,0.93,"STANDARD"
"cnet.com","native",6,"Atlanta",499,5,1.002,0.93,0.93,"STANDARD"
"forbes.com","video",2,"Houston",501,5,0.998,0.93,0.93,"STANDARD"
"tmz.com","native",5,"New York",503,5,0.994,0.93,0.93,"STANDARD"
"espn.com","video",6,"Phoenix",499,5,1.002,0.93,0.93,"STANDARD"
"cnn.com","video",5,"Los Angeles",499,5,1.002,0.93,0.93,"STANDARD"
"nytimes.com","native",1,"Dallas-Ft. Worth",500,5,1,0.93,0.93,"STANDARD"
"variety.com","video",1,"New York",503,5,0.994,0.93,0.93,"STANDARD"
"cnet.com","native",4,"Atlanta",499,5,1.002,0.93,0.93,"STANDARD"
"tmz.com","native",2,"New York",499,5,1.002,0.93,0.93,"STANDARD"
