"DOMAIN","COMPANY_NAME","COMPANY_INDUSTRY","COMPANY_REVENUE","COMPANY_SIZE","JOURNEY_STAGE","TOTAL_VISITS","TOTAL_VISITORS","PURCHASE_SCORE","PREDICTED_ACCOUNT_VALUE","SCORE_TIER"
"prime-works.com","Prime Works","Retail","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Unaware",3,1,0.156,585,"COLD"
"atlas-systems.com","Atlas Systems","Manufacturing","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",16,2,0.182,153,"COLD"
"acme-io.com","Acme Io","Automotive","Micro ($0-$1MM)","Micro (1-9)","Aware",9,3,0.168,227,"COLD"
"acme-systems.com","Acme Systems","Real Estate","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",2,1,0.054,190,"COLD"
"rapid-data.com","Rapid Data","Retail","Large ($100MM-$200MM)","Medium-Large (500-999)","Aware",4,2,0.258,196,"COLD"
"clear-cloud.com","Clear Cloud","Logistics and Supply Chain","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",5,1,0.060,154,"COLD"
"nexus-solutions.com","Nexus Solutions","Insurance","Small ($1MM-$10MM)","Small (10-49)","Engaged",54,6,0.408,247,"WARM"
"smart-corp.com","Smart Corp","Logistics and Supply Chain","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged",42,4,0.384,178,"WARM"
"smart-group.com","Smart Group","Logistics and Supply Chain","XXLarge ($1B+)","XXLarge (10,000+)","Aware",5,2,0.160,581,"COLD"
"green-cloud.com","Green Cloud","Software / Information Technology","XXLarge ($1B+)","XXLarge (10,000+)","Unaware",5,1,0.160,689,"COLD"
"rapid-media.com","Rapid Media","Management Consulting","Small ($1MM-$10MM)","Medium-Small (50-199)","Opportunity",493,39,0.750,1050,"HOT"
"smart-corp.com","Smart Corp","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",15,6,0.280,124,"COLD"
"prime-group.com","Prime Group","Legal Services","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Unaware",2,1,0.054,630,"COLD"
"nexus-cloud.com","Nexus Cloud","Legal Services","Micro ($0-$1MM)","Micro (1-9)","Aware",21,5,0.192,287,"COLD"
"vertex-digital.com","Vertex Digital","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",5,1,0.060,176,"COLD"
"peak-labs.com","Peak Labs","Retail","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",5,1,0.160,236,"COLD"
"nova-systems.com","Nova Systems","Retail","Micro ($0-$1MM)","Small (10-49)","Aware",9,5,0.268,147,"COLD"
"prime-digital.com","Prime Digital","Retail","Micro ($0-$1MM)","Micro (1-9)","Engaged",17,5,0.434,250,"WARM"
"green-group.com","Green Group","Automotive","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",9,4,0.168,260,"COLD"
"stellar-tech.com","Stellar Tech","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Engaged",90,13,0.580,236,"WARM"
"prime-solutions.com","Prime Solutions","Health, Wellness and Fitness","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",5,1,0.060,236,"COLD"
"bright-tech.com","Bright Tech","Real Estate","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged",27,14,0.354,229,"WARM"
"iron-labs.com","Iron Labs","Education Management","Micro ($0-$1MM)","Small (10-49)","Engaged",43,10,0.386,313,"WARM"
"acme-tech.com","Acme Tech","Retail","XXLarge ($1B+)","XXLarge (10,000+)","Aware",6,5,0.262,578,"COLD"
"prime-solutions.com","Prime Solutions","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged",63,12,0.426,352,"WARM"
"smart-solutions.com","Smart Solutions","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","MQL",67,24,0.584,296,"HOT"
"bright-net.com","Bright Net","Entertainment","Large ($100MM-$200MM)","Medium-Large (500-999)","Engaged",61,18,0.422,176,"WARM"
"vertex-media.com","Vertex Media","Manufacturing","Small ($1MM-$10MM)","Small (10-49)","MQL",58,10,0.566,195,"HOT"
"clear-group.com","Clear Group","Retail","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",2,1,0.154,172,"COLD"
"acme-net.com","Acme Net","Marketing and Advertising","Large ($100MM-$200MM)","Medium-Large (500-999)","MQL",113,6,0.676,389,"HOT"
"vertex-data.com","Vertex Data","Software / Information Technology","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Aware",4,5,0.258,659,"COLD"
"clear-works.com","Clear Works","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",4,1,0.158,234,"COLD"
"rapid-cloud.com","Rapid Cloud","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Engaged",99,12,0.598,422,"WARM"
"apex-works.com","Apex Works","Education Management","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",4,1,0.058,90,"COLD"
"cyber-inc.com","Cyber Inc","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Aware",19,4,0.188,215,"COLD"
"bright-solutions.com","Bright Solutions","Real Estate","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",8,2,0.166,201,"COLD"
"nova-digital.com","Nova Digital","Hospital & Health Care","Micro ($0-$1MM)","Micro (1-9)","Unaware",1,1,0.052,122,"COLD"
"apex-group.com","Apex Group","Consumer Goods","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",2,1,0.054,103,"COLD"
"atlas-group.com","Atlas Group","Food & Beverages","XXLarge ($1B+)","XXLarge (10,000+)","Engaged",90,7,0.480,763,"WARM"
"green-hub.com","Green Hub","Automotive","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged",57,8,0.414,308,"WARM"
"smart-tech.com","Smart Tech","Legal Services","Small ($1MM-$10MM)","Medium-Small (50-199)","MQL",77,8,0.604,311,"HOT"
"atlas-tech.com","Atlas Tech","Financial Services","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Unaware",4,1,0.058,562,"COLD"
"core-solutions.com","Core Solutions","Retail","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",2,1,0.154,198,"COLD"
"peak-net.com","Peak Net","Financial Services","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",2,1,0.054,130,"COLD"
"swift-media.com","Swift Media","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","MQL",163,12,0.850,446,"HOT"
"core-digital.com","Core Digital","Legal Services","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware",21,4,0.192,183,"COLD"
"prime-labs.com","Prime Labs","Insurance","Large ($100MM-$200MM)","Medium-Large (500-999)","Aware",5,3,0.160,76,"COLD"
"bright-media.com","Bright Media","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Unaware",3,1,0.156,208,"COLD"
"prime-media.com","Prime Media","Marketing and Advertising","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","MQL",104,18,0.658,893,"HOT"
"cyber-group.com","Cyber Group","Insurance","Small ($1MM-$10MM)","Small (10-49)","Aware",18,4,0.186,97,"COLD"
"rapid-tech.com","Rapid Tech","Software / Information Technology","Large ($100MM-$200MM)","Large (1,000-4,999)","MQL",125,27,0.800,397,"HOT"
"global-media.com","Global Media","Telecommunications","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","MQL",184,22,0.750,939,"HOT"
"iron-tech.com","Iron Tech","Consumer Goods","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","MQL",157,26,0.750,459,"HOT"
"bright-data.com","Bright Data","Entertainment","Micro ($0-$1MM)","Small (10-49)","Engaged",55,3,0.410,234,"WARM"
"nova-data.com","Nova Data","Financial Services","Micro ($0-$1MM)","Small (10-49)","Unaware",5,1,0.060,183,"COLD"
"apex-corp.com","Apex Corp","Education Management","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",1,1,0.052,78,"COLD"
"rapid-works.com","Rapid Works","Education Management","Micro ($0-$1MM)","Small (10-49)","Aware",20,3,0.190,182,"COLD"
"iron-cloud.com","Iron Cloud","Food & Beverages","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",4,1,0.058,79,"COLD"
"smart-systems.com","Smart Systems","Software / Information Technology","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware",2,1,0.154,622,"COLD"
"nexus-tech.com","Nexus Tech","Financial Services","Small ($1MM-$10MM)","Medium-Small (50-199)","MQL",222,8,0.750,677,"HOT"
"green-systems.com","Green Systems","Hospital & Health Care","Micro ($0-$1MM)","Micro (1-9)","Unaware",4,1,0.058,218,"COLD"
"nova-works.com","Nova Works","Management Consulting","Micro ($0-$1MM)","Small (10-49)","MQL",72,22,0.594,369,"HOT"
"rapid-group.com","Rapid Group","Health, Wellness and Fitness","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged",99,12,0.498,421,"WARM"
"iron-works.com","Iron Works","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged",38,5,0.476,158,"WARM"
"rapid-io.com","Rapid Io","Consumer Goods","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",3,1,0.056,126,"COLD"
"smart-tech.com","Smart Tech","Telecommunications","Small ($1MM-$10MM)","Small (10-49)","MQL",127,17,0.704,411,"HOT"
"nexus-cloud.com","Nexus Cloud","Management Consulting","Micro ($0-$1MM)","Micro (1-9)","Unaware",4,1,0.058,253,"COLD"
"stellar-corp.com","Stellar Corp","Health, Wellness and Fitness","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",85,18,0.470,398,"WARM"
"nova-systems.com","Nova Systems","Education Management","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",2,1,0.054,133,"COLD"
"prime-group.com","Prime Group","Consumer Goods","Small ($1MM-$10MM)","Small (10-49)","Unaware",4,1,0.058,134,"COLD"
"apex-net.com","Apex Net","Retail","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",3,5,0.256,105,"COLD"
"green-cloud.com","Green Cloud","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",1,1,0.152,181,"COLD"
"nova-media.com","Nova Media","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Unaware",1,1,0.152,81,"COLD"
"atlas-io.com","Atlas Io","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Unaware",3,1,0.056,253,"COLD"
"iron-net.com","Iron Net","Entertainment","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware",3,1,0.056,162,"COLD"
"bright-media.com","Bright Media","Retail","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",1,1,0.152,204,"COLD"
"iron-net.com","Iron Net","Insurance","Medium-Small ($10MM-$50MM)","Medium (200-499)","MQL",208,19,0.750,572,"HOT"
"swift-digital.com","Swift Digital","Construction","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",3,1,0.056,105,"COLD"
"blue-inc.com","Blue Inc","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",17,2,0.284,169,"COLD"
"acme-works.com","Acme Works","Financial Services","Micro ($0-$1MM)","Micro (1-9)","Unaware",3,1,0.056,216,"COLD"
"peak-inc.com","Peak Inc","Legal Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",5,1,0.060,106,"COLD"
"core-group.com","Core Group","Telecommunications","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",3,3,0.156,122,"COLD"
"peak-systems.com","Peak Systems","Consumer Goods","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware",13,5,0.176,167,"COLD"
"apex-data.com","Apex Data","E-Learning","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware",5,1,0.060,173,"COLD"
"nova-cloud.com","Nova Cloud","Education Management","Micro ($0-$1MM)","Small (10-49)","Unaware",5,1,0.060,78,"COLD"
"nexus-net.com","Nexus Net","Consumer Goods","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware",19,5,0.188,241,"COLD"
"global-corp.com","Global Corp","Telecommunications","Medium-Large ($50MM-$100MM)","Medium (200-499)","MQL",229,21,0.750,634,"HOT"
"blue-works.com","Blue Works","Insurance","Micro ($0-$1MM)","Micro (1-9)","MQL",177,13,0.750,533,"HOT"
"iron-io.com","Iron Io","Software / Information Technology","XLarge ($200MM-$1B)","Large (1,000-4,999)","Engaged",32,5,0.464,672,"WARM"
"nexus-hub.com","Nexus Hub","Hospital & Health Care","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware",2,1,0.054,98,"COLD"
"atlas-inc.com","Atlas Inc","Telecommunications","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",4,1,0.058,136,"COLD"
"smart-group.com","Smart Group","Entertainment","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged",103,10,0.506,277,"HOT"
"prime-net.com","Prime Net","Consumer Goods","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",89,6,0.478,394,"WARM"
"vertex-io.com","Vertex Io","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","MQL",221,16,0.850,602,"HOT"
"clear-data.com","Clear Data","Entertainment","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",77,7,0.454,209,"WARM"
"smart-systems.com","Smart Systems","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Aware",18,4,0.286,154,"COLD"
"clear-cloud.com","Clear Cloud","Hospital & Health Care","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware",2,1,0.054,648,"COLD"
"stellar-corp.com","Stellar Corp","Financial Services","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware",4,1,0.058,236,"COLD"
"blue-works.com","Blue Works","Hospital & Health Care","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",3,1,0.056,185,"COLD"
"bright-tech.com","Bright Tech","E-Learning","Small ($1MM-$10MM)","Medium-Small (50-199)","Opportunity",309,27,0.750,793,"HOT"
"blue-digital.com","Blue Digital","Retail","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",5,1,0.160,248,"COLD"
"cyber-solutions.com","Cyber Solutions","Entertainment","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",14,2,0.178,215,"COLD"
"vertex-data.com","Vertex Data","Software / Information Technology","Micro ($0-$1MM)","Small (10-49)","Unaware",3,1,0.156,157,"COLD"
"peak-systems.com","Peak Systems","Financial Services","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",5,1,0.060,151,"COLD"
"core-inc.com","Core Inc","Financial Services","XXLarge ($1B+)","XXLarge (10,000+)","Unaware",1,1,0.052,662,"COLD"
"cyber-io.com","Cyber Io","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Aware",17,2,0.184,273,"COLD"
"atlas-io.com","Atlas Io","Hospital & Health Care","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",1,1,0.052,249,"COLD"
"atlas-solutions.com","Atlas Solutions","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware",10,3,0.270,74,"COLD"
"nexus-works.com","Nexus Works","Software / Information Technology","Large ($100MM-$200MM)","Medium-Large (500-999)","Aware",21,5,0.292,181,"COLD"
"nova-tech.com","Nova Tech","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Unaware",1,1,0.052,200,"COLD"
"cyber-data.com","Cyber Data","Financial Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",18,5,0.186,178,"COLD"
"apex-digital.com","Apex Digital","Management Consulting","Micro ($0-$1MM)","Micro (1-9)","Unaware",5,1,0.060,62,"COLD"
"bright-works.com","Bright Works","Food & Beverages","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",2,1,0.054,120,"COLD"
"peak-tech.com","Peak Tech","Financial Services","XXLarge ($1B+)","XXLarge (10,000+)","Unaware",3,1,0.056,619,"COLD"
"bright-solutions.com","Bright Solutions","E-Learning","Micro ($0-$1MM)","Micro (1-9)","Unaware",2,1,0.054,189,"COLD"
"stellar-tech.com","Stellar Tech","Entertainment","XLarge ($200MM-$1B)","Large (1,000-4,999)","Engaged",82,3,0.464,720,"WARM"
"peak-tech.com","Peak Tech","Legal Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",3,1,0.056,119,"COLD"
"stellar-media.com","Stellar Media","Retail","Large ($100MM-$200MM)","Medium-Large (500-999)","MQL",206,28,0.850,466,"HOT"
"swift-digital.com","Swift Digital","Entertainment","Small ($1MM-$10MM)","Small (10-49)","Unaware",5,1,0.060,109,"COLD"
"apex-systems.com","Apex Systems","Financial Services","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",3,1,0.056,220,"COLD"
"green-works.com","Green Works","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged",28,3,0.356,272,"WARM"
"bright-inc.com","Bright Inc","Automotive","XLarge ($200MM-$1B)","Large (1,000-4,999)","Engaged",60,15,0.420,818,"WARM"
"nexus-media.com","Nexus Media","Health, Wellness and Fitness","Large ($100MM-$200MM)","Large (1,000-4,999)","MQL",130,17,0.710,424,"HOT"
"swift-digital.com","Swift Digital","Entertainment","XLarge ($200MM-$1B)","Large (1,000-4,999)","Engaged",71,13,0.442,741,"WARM"
"smart-media.com","Smart Media","Automotive","Micro ($0-$1MM)","Micro (1-9)","Aware",13,5,0.176,139,"COLD"
"core-labs.com","Core Labs","Construction","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware",5,1,0.060,175,"COLD"
"prime-corp.com","Prime Corp","Logistics and Supply Chain","Medium-Large ($50MM-$100MM)","Medium (200-499)","Opportunity",422,24,0.750,954,"HOT"
"acme-inc.com","Acme Inc","Legal Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",1,1,0.052,238,"COLD"
"bright-corp.com","Bright Corp","Logistics and Supply Chain","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware",5,1,0.060,234,"COLD"
"acme-inc.com","Acme Inc","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Engaged",85,17,0.470,406,"WARM"
"prime-group.com","Prime Group","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Engaged",48,16,0.396,222,"WARM"
"iron-labs.com","Iron Labs","Education Management","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",1,1,0.052,229,"COLD"
"green-cloud.com","Green Cloud","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Unaware",1,1,0.052,181,"COLD"
"smart-tech.com","Smart Tech","Manufacturing","Micro ($0-$1MM)","Micro (1-9)","Aware",20,3,0.190,197,"COLD"
"swift-inc.com","Swift Inc","Automotive","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged",35,14,0.370,230,"WARM"
"nexus-tech.com","Nexus Tech","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",6,5,0.262,245,"COLD"
"rapid-media.com","Rapid Media","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","MQL",175,14,0.850,414,"HOT"
"rapid-inc.com","Rapid Inc","Health, Wellness and Fitness","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",44,13,0.388,213,"WARM"
"prime-data.com","Prime Data","Financial Services","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware",2,1,0.054,253,"COLD"
"swift-group.com","Swift Group","Health, Wellness and Fitness","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",4,1,0.058,253,"COLD"
"peak-systems.com","Peak Systems","Retail","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged",87,11,0.574,315,"WARM"
"green-labs.com","Green Labs","Automotive","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Aware",22,4,0.194,777,"COLD"
"blue-digital.com","Blue Digital","Management Consulting","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",3,1,0.056,244,"COLD"
"rapid-net.com","Rapid Net","Telecommunications","Micro ($0-$1MM)","Small (10-49)","Unaware",1,1,0.052,198,"COLD"
"core-cloud.com","Core Cloud","Legal Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",62,11,0.424,204,"WARM"
"vertex-data.com","Vertex Data","Food & Beverages","Micro ($0-$1MM)","Micro (1-9)","Unaware",4,1,0.058,159,"COLD"
"smart-solutions.com","Smart Solutions","Software / Information Technology","XLarge ($200MM-$1B)","Large (1,000-4,999)","Engaged",94,10,0.588,850,"WARM"
"atlas-group.com","Atlas Group","Consumer Goods","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",3,1,0.056,89,"COLD"
"peak-io.com","Peak Io","Health, Wellness and Fitness","Large ($100MM-$200MM)","Medium-Large (500-999)","Engaged",35,16,0.370,228,"WARM"
"acme-group.com","Acme Group","Retail","Large ($100MM-$200MM)","Medium-Large (500-999)","Opportunity",363,46,0.850,879,"HOT"
"nexus-systems.com","Nexus Systems","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",4,4,0.158,67,"COLD"
"peak-data.com","Peak Data","Financial Services","XXLarge ($1B+)","XXLarge (10,000+)","Unaware",4,1,0.058,642,"COLD"
"peak-tech.com","Peak Tech","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",4,1,0.158,121,"COLD"
"green-group.com","Green Group","E-Learning","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware",2,1,0.054,746,"COLD"
"green-labs.com","Green Labs","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware",10,1,0.270,253,"COLD"
"nova-solutions.com","Nova Solutions","Real Estate","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged",60,9,0.420,244,"WARM"
"cyber-tech.com","Cyber Tech","E-Learning","Micro ($0-$1MM)","Micro (1-9)","Aware",7,2,0.164,240,"COLD"
"smart-net.com","Smart Net","Software / Information Technology","Large ($100MM-$200MM)","Medium-Large (500-999)","Engaged",107,17,0.614,274,"HOT"
"global-hub.com","Global Hub","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Aware",3,1,0.256,113,"COLD"
"smart-digital.com","Smart Digital","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",1,1,0.152,133,"COLD"
"clear-labs.com","Clear Labs","Education Management","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",3,1,0.056,239,"COLD"
"cyber-systems.com","Cyber Systems","Hospital & Health Care","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged",89,17,0.478,348,"WARM"
"smart-corp.com","Smart Corp","Management Consulting","Small ($1MM-$10MM)","Small (10-49)","Aware",19,5,0.188,132,"COLD"
"core-labs.com","Core Labs","Education Management","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",3,1,0.056,171,"COLD"
"clear-solutions.com","Clear Solutions","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Unaware",1,1,0.152,58,"COLD"
"green-corp.com","Green Corp","Manufacturing","Micro ($0-$1MM)","Small (10-49)","Unaware",4,1,0.058,149,"COLD"
"iron-net.com","Iron Net","Telecommunications","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",16,5,0.182,188,"COLD"
"apex-solutions.com","Apex Solutions","Financial Services","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",5,1,0.060,224,"COLD"
"peak-group.com","Peak Group","Automotive","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",19,3,0.188,164,"COLD"
"smart-media.com","Smart Media","Construction","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware",1,1,0.052,115,"COLD"
"global-net.com","Global Net","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",2,1,0.154,124,"COLD"
"clear-digital.com","Clear Digital","Retail","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",5,1,0.160,62,"COLD"
"core-corp.com","Core Corp","Entertainment","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware",5,1,0.060,246,"COLD"
"clear-media.com","Clear Media","Marketing and Advertising","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged",51,8,0.402,179,"WARM"
"nexus-solutions.com","Nexus Solutions","Hospital & Health Care","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",2,1,0.054,143,"COLD"
"bright-media.com","Bright Media","Entertainment","Micro ($0-$1MM)","Micro (1-9)","Unaware",1,1,0.052,204,"COLD"
"acme-systems.com","Acme Systems","Consumer Goods","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",7,4,0.164,200,"COLD"
"prime-works.com","Prime Works","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",4,1,0.058,87,"COLD"
"core-systems.com","Core Systems","Retail","Micro ($0-$1MM)","Micro (1-9)","Unaware",2,1,0.154,115,"COLD"
"bright-tech.com","Bright Tech","Insurance","Micro ($0-$1MM)","Micro (1-9)","Engaged",38,8,0.376,251,"WARM"
"blue-digital.com","Blue Digital","Real Estate","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",1,1,0.052,240,"COLD"
"peak-net.com","Peak Net","E-Learning","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",4,1,0.058,134,"COLD"
"green-group.com","Green Group","Financial Services","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Unaware",1,1,0.052,744,"COLD"
"nexus-systems.com","Nexus Systems","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",1,1,0.152,61,"COLD"
"swift-systems.com","Swift Systems","Financial Services","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",2,1,0.054,251,"COLD"
"acme-tech.com","Acme Tech","Hospital & Health Care","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",3,1,0.056,72,"COLD"
"clear-digital.com","Clear Digital","Software / Information Technology","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware",19,1,0.288,90,"COLD"
"apex-group.com","Apex Group","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","MQL",67,24,0.684,233,"HOT"
"global-works.com","Global Works","Real Estate","Micro ($0-$1MM)","Small (10-49)","Engaged",58,9,0.416,239,"WARM"
"smart-solutions.com","Smart Solutions","Manufacturing","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",21,4,0.192,204,"COLD"
"smart-solutions.com","Smart Solutions","Automotive","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware",1,1,0.052,664,"COLD"
"atlas-digital.com","Atlas Digital","E-Learning","Medium-Small ($10MM-$50MM)","Medium (200-499)","Opportunity",88,31,0.626,352,"HOT"
"nova-group.com","Nova Group","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware",14,3,0.278,177,"COLD"
"core-net.com","Core Net","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",4,1,0.058,94,"COLD"
"stellar-digital.com","Stellar Digital","Software / Information Technology","Micro ($0-$1MM)","Small (10-49)","Engaged",53,6,0.506,213,"WARM"
"iron-systems.com","Iron Systems","Health, Wellness and Fitness","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",4,1,0.058,180,"COLD"
"acme-solutions.com","Acme Solutions","Financial Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",5,1,0.060,77,"COLD"
"bright-io.com","Bright Io","Hospital & Health Care","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",1,1,0.052,214,"COLD"
